"","temperature_main","temperature_main","ASPump","FBRM","L50","L90","L10","W10","W50","W90","stirrer_main","SOLUPump","SOLVPump","SeedPump","Scale","CLEPump","Valve_position","stirrer_seed","stirrer_solution","CED10","CED50","CED90"
Time,H01:External T,H01:T Setpt,File  W: AS flow ,OPC R: Counts ,OPC R: L50 ,OPC R: L90 ,OPC R: L10 ,OPC R: W10 ,OPC R: W50 ,OPC R: W90 ,S01:Stirrer speed  (Setpt),P02:Pump speed  (Setpt),P01:Pump speed  (Setpt),P03:Pump speed  (Setpt),File R: AS Scale ,P04:Pump speed  (Setpt),File  W: Valve state,S02:Stirrer speed  (Setpt),S03:Stirrer speed  (Setpt),OPC R: CED10 micron,OPC R: CED50 micron,OPC R: CED90 micron
min,C,C,RPM,Counts,micron,micron,micron,micron,micron,micron,RPM,RPM,RPM,RPM,g,RPM,,RPM,RPM,,,
11.330,22.560,20.000,0.000,299.266,12.367,23.241,1.358,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.467,8.491
11.416,22.400,20.000,0.000,375.983,12.367,23.241,1.358,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.467,8.491
11.501,22.260,20.000,0.000,375.983,12.367,23.241,1.358,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.467,8.491
11.585,22.120,20.000,0.000,375.983,12.367,23.241,1.358,0.861,1.808,3.552,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.259,2.970,8.674
11.671,21.970,20.000,0.000,281.773,2.970,23.451,1.259,0.917,1.871,3.552,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.259,2.970,8.674
11.756,21.870,20.000,0.000,650.166,2.970,23.451,1.259,0.917,1.871,3.552,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.259,2.970,8.674
11.841,21.800,20.000,0.000,650.166,2.970,23.451,1.259,0.917,1.871,3.552,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.259,2.970,8.674
11.926,21.770,20.000,0.000,650.166,2.970,23.451,1.259,0.917,1.871,3.552,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.259,2.970,8.674
12.011,21.740,20.000,0.000,1500.386,2.970,23.451,1.259,0.917,1.871,3.552,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.259,2.970,8.674
12.096,21.730,20.000,0.000,1500.386,2.970,23.451,1.259,69.118,112.734,207.161,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,98.615,159.358,282.238
12.181,21.700,20.000,0.000,2157.729,232.416,397.819,142.217,69.118,112.734,207.161,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,98.615,159.358,282.238
12.266,21.650,20.000,0.000,1549.652,232.416,397.819,142.217,69.118,112.734,207.161,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,98.615,159.358,282.238
12.352,21.620,20.000,0.000,1549.652,232.416,397.819,142.217,69.118,112.734,207.161,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,98.615,159.358,282.238
12.437,21.580,20.000,0.000,1549.652,232.416,397.819,142.217,69.118,112.734,207.161,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,98.615,159.358,282.238
12.522,21.550,20.000,0.000,1562.525,232.416,397.819,142.217,69.118,112.734,207.161,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,98.615,159.358,282.238
12.607,21.530,20.000,0.000,1826.506,3.611,22.392,1.285,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.421,7.950
12.691,21.500,20.000,0.000,1826.506,3.611,22.392,1.285,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.421,7.950
12.777,21.480,20.000,0.000,1507.951,3.611,22.392,1.285,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.421,7.950
12.863,21.470,20.000,0.000,1507.951,3.611,22.392,1.285,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.421,7.950
12.948,21.450,20.000,0.000,1407.695,3.611,22.392,1.285,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.421,7.950
13.033,21.430,20.000,0.000,1407.695,3.611,22.392,1.285,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,4.447,8.571
13.118,21.430,20.000,0.000,1533.510,12.055,23.125,1.343,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.343,4.447,8.571
13.203,21.410,20.000,0.000,1533.510,12.055,23.125,1.343,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.343,4.447,8.571
13.289,21.400,20.000,0.000,1466.653,12.055,23.125,1.343,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.343,4.447,8.571
13.374,21.390,20.000,0.000,1466.653,12.055,23.125,1.343,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.343,4.447,8.571
13.459,21.380,20.000,0.000,1462.938,12.055,23.125,1.343,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.343,4.447,8.571
13.544,21.370,20.000,0.000,1462.938,12.055,23.125,1.343,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.372,4.418,8.327
13.629,21.360,20.000,0.000,1557.012,12.606,23.329,1.372,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.372,4.418,8.327
13.714,21.340,20.000,0.000,1557.012,12.606,23.329,1.372,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.372,4.418,8.327
13.800,21.310,20.000,0.000,1450.091,12.606,23.329,1.372,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.372,4.418,8.327
13.886,21.250,20.000,0.000,1450.091,12.606,23.329,1.372,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.372,4.418,8.327
13.971,21.170,20.000,0.000,608.997,12.606,23.329,1.372,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.372,4.418,8.327
14.057,21.080,20.000,0.000,608.997,12.606,23.329,1.372,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.636,9.789,224.927
14.143,21.000,20.000,0.000,670.247,25.538,368.121,1.636,1.444,85.848,203.943,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.636,9.789,224.927
14.229,20.960,20.000,0.000,670.247,25.538,368.121,1.636,1.444,85.848,203.943,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.636,9.789,224.927
14.314,20.910,20.000,0.000,254.375,25.538,368.121,1.636,1.444,85.848,203.943,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.636,9.789,224.927
14.399,20.890,20.000,0.000,254.375,25.538,368.121,1.636,1.444,85.848,203.943,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.636,9.789,224.927
14.485,20.880,20.060,0.000,293.210,25.538,368.121,1.636,1.444,85.848,203.943,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.636,9.789,224.927
14.573,20.870,20.236,0.000,293.210,25.538,368.121,1.636,1.444,1.885,3.729,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.602,8.986
14.661,20.860,20.413,0.000,307.797,3.611,24.070,1.285,0.929,1.885,3.729,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.602,8.986
14.750,20.850,20.591,0.000,307.797,3.611,24.070,1.285,0.929,1.885,3.729,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.602,8.986
14.840,20.850,20.771,0.000,341.118,3.611,24.070,1.285,0.929,1.885,3.729,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.602,8.986
14.930,20.850,20.951,0.000,301.858,3.611,24.070,1.285,0.929,1.885,3.729,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.602,8.986
15.019,20.830,21.129,0.000,301.858,3.611,24.070,1.285,0.929,1.885,3.729,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.602,8.986
15.108,20.820,21.307,0.000,284.606,12.001,23.115,1.340,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.340,4.177,8.266
15.198,20.820,21.486,0.000,284.606,12.001,23.115,1.340,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.340,4.177,8.266
15.287,20.820,21.665,0.000,309.354,12.001,23.115,1.340,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.340,4.177,8.266
15.376,20.830,21.842,0.000,309.354,12.001,23.115,1.340,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.340,4.177,8.266
15.565,20.830,22.220,0.000,306.022,12.001,23.115,1.340,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.427,4.654,8.378
15.659,20.840,22.408,0.000,201.575,12.410,23.247,1.427,1.009,1.981,4.335,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.427,4.654,8.378
15.753,20.850,22.597,0.000,201.575,12.410,23.247,1.427,1.009,1.981,4.335,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.427,4.654,8.378
15.848,20.860,22.787,0.000,293.422,12.410,23.247,1.427,1.009,1.981,4.335,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.427,4.654,8.378
15.945,20.860,22.979,0.000,248.203,12.410,23.247,1.427,1.009,1.981,4.335,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.427,4.654,8.378
16.035,20.870,23.160,0.000,248.203,12.410,23.247,1.427,1.009,1.981,4.335,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.427,4.654,8.378
16.124,20.880,23.339,0.000,283.326,12.445,23.171,1.413,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.356,8.505
16.213,20.880,23.516,0.000,283.326,12.445,23.171,1.413,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.356,8.505
16.301,20.900,23.693,0.000,313.799,12.445,23.171,1.413,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.356,8.505
16.390,20.900,23.870,0.000,313.799,12.445,23.171,1.413,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.356,8.505
16.479,20.910,24.048,0.000,225.783,12.445,23.171,1.413,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.356,8.505
16.568,20.930,24.227,0.000,225.783,12.445,23.171,1.413,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.919,8.440
16.658,20.930,24.406,0.000,274.162,11.001,22.702,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.919,8.440
16.747,20.940,24.585,0.000,274.162,11.001,22.702,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.919,8.440
16.836,20.960,24.763,0.000,222.899,11.001,22.702,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.919,8.440
16.925,20.960,24.940,0.000,222.899,11.001,22.702,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.919,8.440
17.014,20.980,25.119,0.000,303.546,11.001,22.702,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.919,8.440
17.103,21.000,25.297,0.000,303.546,11.671,23.033,1.386,1.010,1.979,3.983,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.386,4.579,8.476
17.192,21.010,25.475,0.000,262.397,11.671,23.033,1.386,1.010,1.979,3.983,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.386,4.579,8.476
17.281,21.030,25.653,0.000,352.629,11.671,23.033,1.386,1.010,1.979,3.983,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.386,4.579,8.476
17.370,21.040,25.831,0.000,352.629,11.671,23.033,1.386,1.010,1.979,3.983,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.386,4.579,8.476
17.459,21.060,26.008,0.000,307.972,11.671,23.033,1.386,1.010,1.979,3.983,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.386,4.579,8.476
17.548,21.080,26.187,0.000,307.972,11.671,23.033,1.386,1.010,1.979,3.983,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.386,4.579,8.476
17.638,21.100,26.366,0.000,293.059,2.827,21.739,1.249,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.249,2.827,7.967
17.726,21.120,26.542,0.000,293.059,2.827,21.739,1.249,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.249,2.827,7.967
17.816,21.150,26.721,0.000,305.853,2.827,21.739,1.249,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.249,2.827,7.967
17.904,21.170,26.899,0.000,305.853,2.827,21.739,1.249,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.249,2.827,7.967
17.993,21.200,27.077,0.000,309.364,2.827,21.739,1.249,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.249,2.827,7.967
18.082,21.230,27.255,0.000,309.364,2.827,21.739,1.249,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.296,3.654,8.196
18.172,21.260,27.433,0.000,279.663,4.246,22.641,1.296,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.296,3.654,8.196
18.261,21.290,27.612,0.000,279.663,4.246,22.641,1.296,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.296,3.654,8.196
18.349,21.330,27.789,0.000,295.809,4.246,22.641,1.296,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.296,3.654,8.196
18.437,21.360,27.965,0.000,322.190,4.246,22.641,1.296,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.296,3.654,8.196
18.526,21.400,28.142,0.000,322.190,4.246,22.641,1.296,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.296,3.654,8.196
18.614,21.430,28.318,0.000,322.190,11.001,22.702,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.868,8.376
18.702,21.480,28.494,0.000,312.444,11.001,22.702,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.868,8.376
18.791,21.530,28.672,0.000,243.734,11.001,22.702,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.868,8.376
18.880,21.570,28.851,0.000,243.734,11.001,22.702,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.868,8.376
18.970,21.610,29.029,0.000,326.405,11.001,22.702,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.868,8.376
19.058,21.670,29.206,0.000,326.405,11.001,22.702,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.322,4.183,8.469
19.147,21.720,29.385,0.000,347.980,11.547,22.912,1.322,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.322,4.183,8.469
19.235,21.780,29.561,0.000,347.980,11.547,22.912,1.322,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.322,4.183,8.469
19.325,21.840,29.741,0.000,390.180,11.547,22.912,1.322,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.322,4.183,8.469
19.413,21.900,29.917,0.000,390.180,11.547,22.912,1.322,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.322,4.183,8.469
19.502,21.960,30.094,0.000,286.228,11.547,22.912,1.322,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.322,4.183,8.469
19.591,22.020,30.272,0.000,333.400,10.835,23.857,1.299,0.917,1.871,3.552,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.299,3.772,8.753
19.681,22.100,30.453,0.000,333.400,10.835,23.857,1.299,0.917,1.871,3.552,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.299,3.772,8.753
19.771,22.160,30.633,0.000,267.017,10.835,23.857,1.299,0.917,1.871,3.552,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.299,3.772,8.753
19.866,22.240,30.822,0.000,267.017,10.835,23.857,1.299,0.917,1.871,3.552,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.299,3.772,8.753
19.959,22.310,31.008,0.000,279.636,10.835,23.857,1.299,0.917,1.871,3.552,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.299,3.772,8.753
20.051,22.400,31.193,0.000,279.636,10.835,23.857,1.299,0.917,1.871,3.552,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.413,4.853,8.698
20.149,22.490,31.388,0.000,352.660,13.230,23.575,1.413,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.413,4.853,8.698
20.237,22.570,31.565,0.000,352.660,13.230,23.575,1.413,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.413,4.853,8.698
20.326,22.650,31.743,0.000,308.204,13.230,23.575,1.413,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.413,4.853,8.698
20.414,22.740,31.918,0.000,308.204,13.230,23.575,1.413,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.413,4.853,8.698
20.502,22.830,32.095,0.000,298.257,13.230,23.575,1.413,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.413,4.853,8.698
20.590,22.910,32.271,0.000,298.257,10.826,22.586,1.318,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.318,3.921,8.173
20.679,23.000,32.449,0.000,327.193,10.826,22.586,1.318,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.318,3.921,8.173
20.767,23.100,32.625,0.000,337.428,10.826,22.586,1.318,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.318,3.921,8.173
20.856,23.190,32.802,0.000,337.428,10.826,22.586,1.318,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.318,3.921,8.173
20.944,23.290,32.979,0.000,374.129,10.826,22.586,1.318,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.318,3.921,8.173
21.033,23.400,33.155,0.000,374.129,10.826,22.586,1.318,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.318,3.921,8.173
21.121,23.490,33.332,0.000,320.664,4.736,22.598,1.315,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.315,3.814,8.289
21.208,23.600,33.507,0.000,320.664,4.736,22.598,1.315,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.315,3.814,8.289
21.297,23.700,33.685,0.000,307.135,4.736,22.598,1.315,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.315,3.814,8.289
21.386,23.810,33.862,0.000,307.135,4.736,22.598,1.315,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.315,3.814,8.289
21.474,23.920,34.039,0.000,347.348,4.736,22.598,1.315,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.315,3.814,8.289
21.562,24.030,34.215,0.000,347.348,4.736,22.598,1.315,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.283,3.458,8.253
21.650,24.140,34.390,0.000,323.916,3.533,22.420,1.283,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.283,3.458,8.253
21.739,24.250,34.569,0.000,323.916,3.533,22.420,1.283,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.283,3.458,8.253
21.828,24.360,34.746,0.000,299.667,3.533,22.420,1.283,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.283,3.458,8.253
21.916,24.490,34.923,0.000,299.667,3.533,22.420,1.283,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.283,3.458,8.253
22.005,24.610,35.100,0.000,371.139,3.533,22.420,1.283,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.283,3.458,8.253
22.094,24.730,35.278,0.000,371.139,3.533,23.080,1.336,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.132,8.244
22.182,24.850,35.454,0.000,326.050,11.917,23.080,1.336,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.132,8.244
22.271,24.970,35.633,0.000,327.140,11.917,23.080,1.336,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.132,8.244
22.360,25.100,35.811,0.000,327.140,11.917,23.080,1.336,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.132,8.244
22.449,25.230,35.989,0.000,292.119,11.917,23.080,1.336,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.132,8.244
22.538,25.350,36.166,0.000,292.119,11.917,23.080,1.336,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.132,8.244
22.626,25.490,36.343,0.000,295.216,11.177,22.780,1.374,1.032,2.001,3.729,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.374,4.387,8.263
22.715,25.610,36.520,0.000,295.216,11.177,22.780,1.374,1.032,2.001,3.729,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.374,4.387,8.263
22.804,25.740,36.699,0.000,312.472,11.177,22.780,1.374,1.032,2.001,3.729,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.374,4.387,8.263
22.893,25.870,36.877,0.000,312.472,11.177,22.780,1.374,1.032,2.001,3.729,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.374,4.387,8.263
22.982,26.020,37.054,0.000,300.424,11.177,22.780,1.374,1.032,2.001,3.729,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.374,4.387,8.263
23.072,26.150,37.234,0.000,300.424,11.177,22.780,1.374,1.032,2.001,3.729,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.340,4.359,8.481
23.160,26.280,37.411,0.000,299.185,11.513,22.920,1.340,0.911,1.866,3.473,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.340,4.359,8.481
23.250,26.420,37.590,0.000,299.185,11.513,22.920,1.340,0.911,1.866,3.473,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.340,4.359,8.481
23.338,26.560,37.767,0.000,323.546,11.513,22.920,1.340,0.911,1.866,3.473,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.340,4.359,8.481
23.427,26.690,37.945,0.000,323.546,11.513,22.920,1.340,0.911,1.866,3.473,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.340,4.359,8.481
23.517,26.840,38.123,0.000,291.700,11.513,22.920,1.340,0.911,1.866,3.473,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.340,4.359,8.481
23.605,26.980,38.301,0.000,321.522,13.019,23.483,1.399,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.399,4.840,8.733
23.694,27.120,38.477,0.000,321.522,13.019,23.483,1.399,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.399,4.840,8.733
23.782,27.260,38.655,0.000,322.923,13.019,23.483,1.399,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.399,4.840,8.733
23.872,27.410,38.834,0.000,322.923,13.019,23.483,1.399,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.399,4.840,8.733
23.960,27.540,39.011,0.000,308.070,13.019,23.483,1.399,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.399,4.840,8.733
24.048,27.680,39.187,0.000,308.070,13.019,23.483,1.399,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.399,4.840,8.733
24.137,27.830,39.363,0.000,288.299,12.267,23.255,1.395,0.960,1.923,3.926,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.395,4.637,8.507
24.225,27.970,39.540,0.000,288.299,12.267,23.255,1.395,0.960,1.923,3.926,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.395,4.637,8.507
24.314,28.120,39.718,0.000,287.084,12.267,23.255,1.395,0.960,1.923,3.926,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.395,4.637,8.507
